id,nom,adresse,code_postal,ville,departement,adresse_complete,code_insee,longitude,latitude,telephone,finess,siret,site_web,email,accepte_commandes,chiffre_affaires,directeur_nom,directeur_prenom,directeur_poste,num_departement
67feb71d3eb1f3727dbe9962,Pharmacie De Mougins,71 Av. De Tournamy,06250,Mougins,Alpes Maritimes,,06085,6.9860299,43.5981438,0493900046,060009990,48131340100038,,,False,,CALMETTE,THIERRY GUY PIERRE,Liquidateur,06
67feb71d3eb1f3727dbe978f,Pharmacie Furzac Bardet,,01340,Attignat,Ain,,01024,5.1595036,46.2871349,0474309060,010002517,49764611700018,,,False,,BARDET,MARYLINE,Gérant,01
67feb71d3eb1f3727dbe979e,Pharmacie Lafayette Des Arcades,18 R. Gambetta,01000,Bourg En Bresse,Ain,18 RUE GAMBETTA 01000 BOURG-EN-BRESSE,01053,5.226802,46.204987,0474235473,010003002,82487144600012,,,False,,GUELLAB,KENZA,Autre,01
67feb71d3eb1f3727dbe97b5,Pharmacie De La Poterie,Zone. Artisanale De La Poterie,01210,Ferney Voltaire,Ain,ZA LA POTERIE 01210 FERNEY-VOLTAIRE,01160,6.118555,46.25372,0450409744,010003754,44305977900019,https://pharmaciedelapoterie.com/,,False,,DAEFFLER,YVAN,Commissaire aux comptes titulaire,01
67feb71d3eb1f3727dbe97f2,Pharmacie Marion,160 Rte. De Châlon,01560,St Julien Sur Reyssouze,Ain,15 PLACE DE LA FONTAINE 01560 SAINT-JULIEN-SUR-REYSSOUZE,01367,5.110687,46.400937,,010005536,50091609300015,,,False,,MARION (TISSIER),STEPHANIE MARIE-ANGELINE,Gérant,01
67feb71d3eb1f3727dbe9825,Pharmacie Ramanitra,,02330,Conde En Brie,Aisne,16 GR GRANDE RUE 02330 CONDE EN BRIE,02209,3.561461,49.004716,0323824375,020003315,44801827500017,,,False,,RAMANITRA,YVES JACQUIS,Gérant,02
67feb71d3eb1f3727dbe9827,Pharmacie De Coucy,2 Av. Altenkessel,02380,Coucy Le Chateau Auffrique,Aisne,2 AVENUE D'ALTENKESSEL 02380 COUCY-LE-CHATEAU-AUFFRIQUE,02217,3.314881,49.519684,0323527014,020003364,92178823800019,,,False,,MOUTON (CATTEAU),MARION SYLVIE FRANCOISE,Gérant,02
67feb71d3eb1f3727dbe9903,Pharmacie Du Haut Buëch,R. Des Jardins,05140,Aspres Sur Buech,Hautes Alpes,RUE DES JARDINS 05140 ASPRES-SUR-BUECH,05010,5.75075,44.521143,0492586008,050002914,50956357300021,,,False,,D'ALESSANDRO,MARIE ISABELLE,Gérant,05
67feb71d3eb1f3727dbe979b,Pharmacie De Beynost,5 Pl. De La Dombe,01700,Beynost,Ain,5 PL DE LA DOMBE 01700 BEYNOST,01043,5.000043,45.835129,0472258179,010002822,43361584600022,https://www.pharmacie-de-beynost.fr/,,False,,AFRESNE (COUPIER),EMMANUELLE CHRISTINE SUZEL,Gérant,01
67feb71d3eb1f3727dbe980e,Propharmacie Giroud Michel,514 R. Sur La Roche,01250,Corveissiat,Ain,514 RUE SUR LA ROCHE 01250 CORVEISSIAT,01125,5.477866,46.240108,0474507264,010010031,31064967800029,,,False,,GIROUD,MICHEL,,01
67feb71d3eb1f3727dbe9813,Pharmacie Lucas,10 R. De Chambry,02000,Aulnois Sous Laon,Aisne,10 RUE DE CHAMBRY 02000 AULNOIS-SOUS-LAON,02037,3.606987,49.612209,0323228173,020002317,81887950400012,,,False,,BLANCHE,HELENE PAULETTE JACQUELINE,Gérant,02
67feb71d3eb1f3727dbe985b,Pharmacie Du Palais,98 R. Henriette Cabot,02100,St Quentin,Aisne,98 B RUE HENRIETTE CABOT 02100 SAINT-QUENTIN,02691,3.269433,49.863051,,020011094,75247591300022,,,False,,LENGLET,BERTRAND PAUL CHRISTIAN,Gérant et associé indéfiniment responsable,02
67feb71d3eb1f3727dbe98c0,Pharmacie Des Ailes,48 All. Des Ailes,03200,Vichy,Allier,48 ALLEE DES AILES 03200 VICHY,03310,3.415521,46.140777,0470982152,030005011,41518398700015,https://www.pharmaciedesailes.com/,,False,,DEPRAS,ANNE-SOPHIE MARIE CHARLINE,Directeur Général,03
67feb71d3eb1f3727dbe98db,Pharmacie Damery,Sta. Le Sauze,04400,Enchastrayes,Alpes De Haute Provence,,04073,6.6823667,44.3730746,0492811879,040002404,51950153000017,,,False,,DAMERY,GUILLAUME,Gérant et associé indéfiniment responsable,04
67feb71d3eb1f3727dbe98ef,Pharmacie Des Thermes,8 Av. Du 8 Mai 1945,04000,Digne Les Bains,Alpes De Haute Provence,GALERIE MARCHANDE INTERMARCHE 8 AVENUE DU 8 MAI 1945 04000 DIGNE-LES-BAINS,04070,6.238576,44.089628,0492323247,040002776,51398410400028,,,False,,GONCE (GILLY),ISABELLE,Gérant et associé indéfiniment responsable,04
67feb71d3eb1f3727dbe98f8,Pharmacie Bibal,8 Av. De Haute Provence,04350,Malijai,Alpes De Haute Provence,,04108,6.0286135,44.0464231,0492340286,040002933,49108959500012,,,False,,CHATARD (BIBAL),CHRISTINE,Gérant,04
67feb71d3eb1f3727dbe9915,Pharmacie Des Remparts,R. De La Liberte,05200,Embrun,Hautes Alpes,RES. DE L'EMBRUNAIS 58 RUE DE LA LIBERTE 05200 EMBRUN,05046,6.49425,44.563437,0492433769,050003532,42468971900013,,,False,,LAURENTI (BONNABRY),BRIGITTE,Liquidateur,05
67feb71d3eb1f3727dbe9943,Pharmacie De Colomars,2 R. Etienne Curti,06670,Colomars,Alpes Maritimes,,06046,7.2221307,43.7637161,0493379232,060005063,50443065300015,,,False,,BUYENS,AURELIE CATHY FLEUR,Président de SAS,06
67feb71d3eb1f3727dbe9947,Pharmacie De L'Abbaye,25 Bd. Honore Teisseire,06480,La Colle Sur Loup,Alpes Maritimes,,06044,7.1084048,43.6839942,0493326603,060005410,79200070500014,,,False,,TEBEKA,YVES YOUSSEF,Liquidateur,06
67feb71d3eb1f3727dbe978b,Pharmacie D'Ambronay,,01500,Ambronay,Ain,,01007,5.3595371,46.0042743,0474381803,010002400,80368467900027,,,False,,TRELON,CLARA,Gérant,01
67feb71d3eb1f3727dbe97ec,Pharmacie Savoyat,Ld. La Croix,01390,St Andre De Corcy,Ain,C.C. LES MILLIERES LD LA CROIX 01390 SAINT-ANDRE-DE-CORCY,01333,4.951808,45.927784,0472261032,010005304,32894965600024,,,False,,SAVOYAT,THIERRY JEAN PIERRE,Liquidateur,01
67feb71d3eb1f3727dbe97fb,Pharmacie De L'Avent,,01470,Serrieres De Briord,Ain,37 GRANDE RUE 01470 SERRIERES-DE-BRIORD,01403,5.454029,45.806002,0474367210,010005817,52818104300027,,,False,,BAILLET,CELINE ANNE,Président de SAS,01
67feb71d3eb1f3727dbe9839,Pharmacie Centrale,3 R. Charles De Gaulle,02500,Hirson,Aisne,3 ET 5 3 RUE CHARLES DE GAULLE 02500 HIRSON,02381,4.081129,49.923994,0323580227,020006714,47832986500016,,,False,,SARRAZIN (FOUGERE),NATACHA JULIE,Gérant,02
67feb71d3eb1f3727dbe984e,Selarl Pharmacie De Ribemont,2 R. Condorcet,02240,Ribemont,Aisne,2 RUE CONDORCET 02240 RIBEMONT,02648,3.461157,49.797234,0323637114,020009981,83050150800022,,,False,,CARETTE (PREVOTEAU),CATHERINE MARIE-JACQUELINE,Gérant et associé indéfiniment responsable,02
67feb71d3eb1f3727dbe9857,Pharmacie Des 4 Colonnes,1 Pl. Crommelin,02100,St Quentin,Aisne,1 PLACE CROMMELIN 02100 SAINT-QUENTIN,02691,3.286421,49.852354,0323623580,020010864,80121563300018,,,False,,SAILLARD,CHLOE MARIE ISABELLE,Gérant,02
67feb71d3eb1f3727dbe986b,Pharmacie Saint-Martin,37 R. Saint Martin,02200,Soissons,Aisne,37 RUE SAINT-MARTIN 02200 SOISSONS,02722,3.328439,49.378632,0323532556,020011631,51344295400014,,,False,,WATTRAINT (VERVELLE),ESTELLE,Gérant,02
67feb71d3eb1f3727dbe98af,Pharmacie Moulins,61 Pl. D Allier,03000,Moulins,Allier,61 PLACE D'ALLIER 03000 MOULINS,03190,3.331246,46.564493,0470440241,030003891,53363071100018,,,False,,SALLES,PHILIPPE GILLES FRANCK,Gérant,03
67feb71d3eb1f3727dbe98b4,Pharmacie Segura,20 Av. De La Liberation,03000,Moulins,Allier,20 AVENUE DE LA LIBERATION 03000 MOULINS,03190,3.319225,46.56022,0470442704,030004147,85085452200016,,,False,,POITRENEAU,JEANNE COLETTE ANNICK MARIE,Gérant,03
67feb71d3eb1f3727dbe98da,Pharmacie Des Ormeaux,Bd. Du 6 Juin 1944,04230,St Etienne Les Orgues,Alpes De Haute Provence,BOULEVARD DU 6 JUIN 1944 04230 SAINT-ETIENNE-LES-ORGUES,04178,5.780776,44.043456,0492731000,040002396,39346369000023,,,False,,RASTOIN (ISSOIRE),HELENE,,04
67feb71d3eb1f3727dbe98e8,Pharmacie Des Platanes,,04240,Annot,Alpes De Haute Provence,1 PL DU GERME 04240 ANNOT,04008,6.667623,43.965219,0492832001,040002677,43205710700018,,,False,,BERLANDI,PIERRE,,04
67feb71d3eb1f3727dbe993f,Pharmacie Du Port,7 Av. Jean  Jaures,06800,Cagnes Sur Mer,Alpes Maritimes,7 AVENUE JEAN JAURES 06800 CAGNES-SUR-MER,06027,7.169572,43.659154,0493312448,060004876,50009289500019,https://www.pharmacie-cagnes-surmer.com/,,False,,LANTIERI,JEAN-CHRISTOPHE,Gérant et associé indéfiniment responsable,06
67feb71d3eb1f3727dbe9951,Pharmacie Du Haut Pays,4 Pl. Gen Corniglion Molinier,06450,Roquebilliere,Alpes Maritimes,PLACE GEN CORNIGLION MOLINIER 06450 ROQUEBILLIERE,06103,7.307864,44.012566,0493034024,060006376,47828096900013,,,False,,JOUANNAUD,ERIC,Autre,06
67feb71d3eb1f3727dbe9963,Pharmacie De La Trinité,66 Bd. Du Gal De Gaulle,06340,La Trinite,Alpes Maritimes,66 BOULEVARD GENERAL DE GAULLE 06340 LA TRINITE,06149,7.310324,43.739331,0493547308,060010162,89438616800013,,,False,,HALOUI,KENZA,Gérant,06
67feb71d3eb1f3727dbe978d,Pharmacie D'Ars Et Dombes,310 R. Jean Marie Vianney,01480,Ars Sur Formans,Ain,310 RUE JEAN MARIE VIANNEY 01480 ARS-SUR-FORMANS,01021,4.821132,45.993227,0474007732,010002467,84912431800015,,,False,,MENU,TONY,Gérant,01
67feb71d3eb1f3727dbe97a8,Pharmacie De La Place,Pl. Du Marche,01320,Chalamont,Ain,PLACE DU MARCHE 01320 CHALAMONT,01074,5.171256,45.996942,0474362175,010003366,53860677300017,,,False,,OLIVA,CHRISTIAN JEN CLAUDE,Gérant,01
67feb71d3eb1f3727dbe97ee,Pharmacie De Saint-Denis,1 R. Du Docteur Charcot,01500,St Denis En Bugey,Ain,1 RUE DU DOCTEUR CHARCOT 01500 SAINT-DENIS-EN-BUGEY,01345,5.328182,45.951615,0474383400,010005387,50532881500012,,,False,,KLEIN (HECKENDORN),RACHEL,Liquidateur,01
67feb71d3eb1f3727dbe9897,Pharmacie Passerat,12 R. Du Pressoir,03380,Huriel,Allier,4 PLACE DU MONUMENT AUX MORTS 03380 HURIEL,03128,2.476836,46.373421,,030002695,53978565900019,,,False,,PEYROUX (PASSERAT),BRIGITTE,Gérant,03
67feb71d3eb1f3727dbe98d0,Pharmacie Charvet,65 Rte. De Montbeugny,03400,Yzeure,Allier,CENTRE COMMERCIAL CARREFOUR MARKET 65 ROUTE DE MONTBEUGNY 03400 YZEURE,03321,3.367589,46.551517,0470464096,030005730,35215535200029,,,False,,CHARVET (BIGNON),CHRISTINE ELISABETH,Gérant,03
67feb71d3eb1f3727dbe9901,Pharmacie De L'Izoard,30 R. Centrale,05100,Briancon,Hautes Alpes,30 RUE CENTRALE 05100 BRIANCON,05023,6.636489,44.895607,0492210113,050002831,39404504100024,,,False,,STEINMETZ (PEGOUD),ANNE,,05
67feb71d3eb1f3727dbe9911,Pharmacie Galipe,3 Av. Du Commandant Dumont,05000,Gap,Hautes Alpes,3 AV CDT DUMONT 05000 GAP,05061,6.08388,44.562498,0492510643,050003391,84284056300014,,,False,,BAILLE,ANTHONY FLORIAN ROGER,Gérant,05
67feb71d3eb1f3727dbe9930,Pharmacie Des Moneghetti,11 Bd. Des Moneghetti,06240,Beausoleil,Alpes Maritimes,11 BOULEVARD DES MONEGHETTI 06240 BEAUSOLEIL,06012,7.416416,43.738787,0986000288,060004330,88272160800017,,,False,,CONCINA,ALEXANDRE,Gérant,06
67feb71d3eb1f3727dbe9964,Pharmacie De Famajor,5 Rte. D Aspremont,06690,Tourrette Levens,Alpes Maritimes,QUARTIER DU PLAN 5 ROUTE D'ASPREMONT 06690 TOURRETTE-LEVENS,06147,7.273537,43.791018,0493910010,060010212,44840653800018,,,False,,BLACHET,THIBAUT PIERRE,Président de SAS,06
67feb71d3eb1f3727dbe97a7,Pharmacie Bouvier,Res. De Cessy,01170,Cessy,Ain,PRES DE CESSY RUE DE LA MAIRIE 01170 CESSY,01071,6.069873,46.316936,0450414060,010003317,40222575900016,,,False,,BOUVIER,CHRISTOPHE,,01
67feb71d3eb1f3727dbe979a,Pharmacie Beylessane,2 Bd. De Verdun,01300,Belley,Ain,1 GRANDE RUE 2 BOULEVARD DE VERDUN 01300 BELLEY,01034,5.686699,45.760522,0479812770,010002806,44142376100010,,,False,,LLAURENS,GILLES GEORGES PIERRE,Gérant,01
67feb71d3eb1f3727dbe9822,Pharmacie Ponthieux,10 R. De La Republique,02300,Chauny,Aisne,10 RUE DE LA REPUBLIQUE 02300 CHAUNY,02173,3.219082,49.61467,0323403340,020003190,82810899300019,,,False,,PONTHIEUX,FLORIAN ANDRE CLEMENT PAUL,Gérant et associé indéfiniment responsable,02
67feb71d3eb1f3727dbe982d,Pharmacie Duban,2 R. Des Docteurs,02590,Etreillers,Aisne,2 RUE DES DOCTEURS 02590 ETREILLERS,02296,3.160276,49.829274,0323687822,020004826,49275939400017,,,False,,DUBAN (VAN DEN BOSSCHE),SOPHIE MARIE IRENE,Gérant,02
67feb71d3eb1f3727dbe9853,Pharmacie Pompidou,137 R. Georges Pompidou,02100,St Quentin,Aisne,137 RUE GEORGES POMPIDOU 02100 SAINT-QUENTIN,02691,3.289497,49.858682,0323648174,020010740,32930400000030,,,False,,LOYEUX (DUBREUIL),CHRISTINE,,02
67feb71d3eb1f3727dbe98a0,Pharmacie Des Cités,147 Av. Albert Thomas,03100,Montlucon,Allier,,03185,2.584731,46.3578695,,030003164,50199306700013,,,False,,MAURE (BOUSSANGE),ALINE,Gérant,03
67feb71d3eb1f3727dbe98a2,Pharmacie Des Gands Pres,14 R. Barathon,03100,Montlucon,Allier,,03185,2.6048838,46.3371001,0470057956,030003214,44496794700011,,,False,,FERRY,AGNES,,03
67feb71d3eb1f3727dbe98c1,Pharmacie De La Mairie,56 Av. Des Celestins,03200,Vichy,Allier,56 AVENUE DES CELESTINS 03200 VICHY,03310,3.428823,46.123401,0470984592,030005110,49414628500015,,,False,,PINEL,DOMINIQUE ALBERT ANTOINE,Gérant,03
67feb71d3eb1f3727dbe98f0,Pharmacie Castaner,Pl. D Armes,04140,Seyne Les Alpes,Alpes De Haute Provence,,04205,6.3564834,44.3527238,0492350020,040002800,39013101900023,,,False,,CASTANER,DAMIEN JEAN LOUIS,Gérant et associé indéfiniment responsable,04
67feb71d3eb1f3727dbe9912,Pharmacie Du Rochasson,38 Av. Commandant Dumont,05000,Gap,Hautes Alpes,38 AV CDT DUMONT 05000 GAP,05061,6.083212,44.570152,0492511698,050003425,38867032500017,,,False,,EYRAUD (GALLINO),NELLY,Autre,05
67feb71d3eb1f3727dbe9928,Pharmacie D'Aiguilles,764 R. Du Bourg,05470,Aiguilles,Hautes Alpes,,05003,6.8686472,44.7819138,0492467009,050005313,50463915400013,,,False,,DENONFOUX (BLANCHARD),CATHERINE,Gérant et associé indéfiniment responsable,05
67feb71d3eb1f3727dbe97b2,Pharmacie Tepas,R. Colonel Romans Petit,01590,Dortan,Ain,LA LECHERE - BATIMENT 3 RUE DU COLONEL ROMANS PETIT 01590 DORTAN,01148,5.658486,46.315846,0474777161,010003622,83422965000017,,,False,,CHAPON,AUDREY CHRISTINE,Gérant,01
67feb71d3eb1f3727dbe97ef,Pharmacie Barthélémy,123 R. Des Huguets,01140,St Didier Sur Chalaronne,Ain,123 RUE DES HUGUETS 01140 SAINT-DIDIER-SUR-CHALARONNE,01348,4.816838,46.179353,0474697731,010005403,88918776100016,,,False,,GORRON (DAVIN),CATHERINE MONIQUE MARIE,Gérant,01
67feb71d3eb1f3727dbe9803,Pharmacie De La Dombes,76 R. Gilbert Boullier,01330,Villars Les Dombes,Ain,76 RUE GILBERT BOULLIER 01330 VILLARS-LES-DOMBES,01443,5.029615,46.000506,0474980087,010006070,80288643200011,,,False,,DERUAZ,BRUNO,Président de SAS,01
67feb71d3eb1f3727dbe9823,Selarl La Pharmacie De La Republique,34 R. De La Republique,02300,Chauny,Aisne,34 RUE DE LA REPUBLIQUE 02300 CHAUNY,02173,3.219576,49.613764,0323520210,020003240,82242211900013,,,False,,GAUTHIER,JULIEN JEAN MICHEL,Gérant,02
67feb71d3eb1f3727dbe983a,Pharmacie Caullery,130 R. Charles De Gaulle,02500,Hirson,Aisne,130 RUE CHARLES DE GAULLE 02500 HIRSON,02381,4.085733,49.917403,0323581326,020006730,89904894600011,,,False,,DOLY,JULIE,Gérant,02
67feb71d3eb1f3727dbe98a3,Pharmacie Gonnin,14 Bd. Carnot,03100,Montlucon,Allier,,03185,2.6030222,46.3421902,,030003230,53932472300029,,,False,,KIHOUBA,DAVID CELESTE BANDEL,Président de SAS,03
67feb71d3eb1f3727dbe98b0,Pharmacie Fleury,16 Rte. De Montilly,03000,Moulins,Allier,,03190,3.3182247,46.5639267,0470441001,030004014,79127443400012,,,False,,FLEURY (LOOTVOET),GENEVIEVE MARIE RENEE,Gérant,03
67feb71d3eb1f3727dbe98d5,Pharmacie Saint-Pierre,Imp. De La Feniere,04200,Peipin,Alpes De Haute Provence,,04145,5.9662844,44.139151,0492624212,040002263,43777451600029,,,False,,LUIGGI,ANDRE XAVIER,Gérant et associé indéfiniment responsable,04
67feb71d3eb1f3727dbe97d0,Pharmacie Correard,14 Pl. De L Eglise,01090,Montmerle Sur Saone,Ain,14 PLACE DE L'EGLISE 01090 MONTMERLE-SUR-SAONE,01263,4.758121,46.080811,0474693793,010004505,48947077300024,,,False,,JAMBON,ANNE-CLAIRE,,01
67feb71d3eb1f3727dbe97d8,Pharmacie Des Arcades,1 Arc. D Ornex,01210,Ornex,Ain,1 ARCADE D'ORNEX 01210 ORNEX,01281,6.083644,46.280318,0450405386,010004703,84768481800010,,,False,,VIGAUD,CAPUCINE,Président de SAS,01
67feb71d3eb1f3727dbe97f3,Pharmacie Gallet,190 R. Du Chevalier Burtin,01750,St Laurent Sur Saone,Ain,27 RUE DE LA LEVEE 01750 SAINT-LAURENT-SUR-SAONE,01370,4.83987,46.304811,0385380161,010005551,82068820800017,,,False,,BROWN DE COLSTOUN (CAO),ALINE,Gérant,01
67feb71d3eb1f3727dbe9809,Pharmacie De Vonnas,Pl. Ferdinand De Beost,01540,Vonnas,Ain,48 PLACE FERDINAND DE BEOST 01540 VONNAS,01457,4.992154,46.21857,0474500256,010006237,43792366700012,,,False,,COLLOMB,ROMAIN JOHANN,Président de SAS,01
67feb71d3eb1f3727dbe985e,Pharmacie Debrez Et Langlet,98 R. Alexandre Dumas,02100,St Quentin,Aisne,98 RUE ALEXANDRE DUMAS 02100 SAINT-QUENTIN,02691,3.271008,49.848723,0323624212,020011177,32658906600025,,,False,,ETEVEZ,HENRI PAUL RAOUL,Président de SAS,02
67feb71d3eb1f3727dbe9876,Pharmacie De La Thiérache,10 Pl. Du General De Gaulle,02140,Vervins,Aisne,10 PLACE DU GENERAL DE GAULLE 02140 VERVINS,02789,3.906927,49.83446,0323980368,020012159,43869330100022,,,False,,BECART (BODSON),CATHERINE DANIELLE MICHELINE,Gérant,02
